Trame codée bruitée,Trame binaire originale
"1.029298541672391, 0.9605962971167706, -1.0424624037647077, -1.0004719121013552, -1.0185068909407744, 0.9719792708527903, -1.1594332615360234, -0.8177840723322685, 1.0110840729512793, 0.9743204940710075, 1.3237098539811436, -1.1886075714622168, -1.0480994851463803, 0.8196168282714301, -1.0065676580899363","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
"1.2478718340599666, -1.1129314302254953, 1.095632078946796, 1.238039855362, -1.1291756278368372, 1.1534218484174747, -1.1125489156260457, 1.0948887279269015, -1.1559626657627442, 0.8230229275679408, 0.8532885731076874, -0.9283370033729972, 0.9275035363213615, 1.1461645094490938, -1.0230300390418892","0.0, 1.0, 0.0, 0.0, 1.0, 0.0"
"1.0553982681385041, -0.940475987599258, -0.9393688659520483, 0.7630347935473479, -0.8610878834062948, 1.0086241711005677, 1.1797732129382095, -1.1601396502563128, 1.0471277505705432, -1.151163768861744, 1.0442153767687987, -1.0684030440032928, 1.178011093304183, 1.1007553004507191, 0.8309430384916839","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
"-1.0211761892481754, -1.1949732121434775, -1.042675514488119, -1.007558612435738, 0.9045307378246535, -1.0459806806465655, 0.9253286283559812, -1.1956398757120843, 0.794997756658397, -1.1237815210763775, 1.0614444487740349, 1.0795998460013407, 0.9173455220931164, 1.2625641545886874, -0.8403348957827745","1.0, 1.0, 1.0, 1.0, 0.0, 1.0"
"0.800933726146027, -0.9725780461075031, 0.8727328967384745, -1.0925403015367885, 0.9936712608232681, -1.2362649792749227, -1.061680303028609, 0.998710330350908, 0.9585394962456315, 0.9042303026895554, -0.8056840743660161, -0.7460634781688587, -0.9203573232085233, -0.9969072686363524, 0.7914777654079195","0.0, 1.0, 0.0, 1.0, 0.0, 1.0"
"0.9907447678429404, -0.7030193041650115, -0.8727024852388369, -0.6901389482312814, -1.2998748977648928, -1.0342953421174272, -0.9205421478874446, 0.9840186315846396, 0.9680627320964336, 1.0919890267609988, -1.0119270204486939, 0.9316765786107332, 0.8637423948698764, -1.0112398814339165, 0.7531126704987227","0.0, 1.0, 1.0, 1.0, 1.0, 1.0"
"1.0678508847406452, -0.926389111381532, -1.092685822910724, 1.012377803190639, 0.7942337606748964, -0.9935206464610354, -0.9247763594050074, 1.0659941651117046, -0.7855151860771691, -1.114239104931722, -1.1699112446770275, -1.0355561376413462, -1.0765020941656636, -0.8934053766992158, 0.9387783816057035","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
"1.0852076281303276, 0.886799908835331, -1.0902873862802815, -0.8689543443121636, 1.0049443037246775, 1.1045700927999762, 0.9668450537954333, 1.0292037968415861, -1.289912259080825, -1.0694276965452936, 1.0343320180187496, 1.104956096599018, 0.9319757191086635, 1.058612148166987, 0.9519143587301904","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
"-1.018166034021046, -1.2254746450558205, 1.1447798513615555, 0.9033470840685779, -1.1928926048156272, -1.0955500921437047, -0.9508953204572825, 0.9296309763474986, 1.1227962652635455, -1.0918491279331546, 1.1538676954333644, -1.0895440076406275, -1.237658402137757, 0.9275913814661091, 1.1997369530576891","1.0, 1.0, 0.0, 0.0, 1.0, 1.0"
"-1.1303727949957485, 1.0076823793956675, 0.778436809187853, 0.8232353121485535, -0.9635783216902254, -1.2450820610429054, -0.9838254328518609, -0.6707705572231432, 0.9475495502640939, 0.9790099524796178, 0.9562888815314748, -1.119035386118456, 0.8971168369707623, 1.205358544954505, 0.8008856913745377","1.0, 0.0, 0.0, 0.0, 1.0, 1.0"
"-0.6822821608041725, 1.2669809870527455, 1.123568092072878, 0.9716137789419045, 0.8625751723245664, 0.9216965445313341, 0.8660328687440164, 0.9291079697926803, -0.9598598620460628, 1.060563172906313, -1.0776867104358532, -1.0215854099455897, -1.1284665197595196, -0.7807034780783593, 1.0887238348769477","1.0, 0.0, 0.0, 0.0, 0.0, 0.0"
"-0.7082456860720275, 1.071562846068696, -1.1957507432082197, -1.2163503527128974, -1.034607975313613, 0.9739220702203994, -0.8704898125025691, -1.4026312693682157, -0.8948975819565776, 0.9482162669388954, -0.9651993475299456, 0.8662798972800201, 1.1598275739212196, -1.2497527960989914, -0.9237714745765154","1.0, 0.0, 1.0, 1.0, 1.0, 0.0"
"0.7935937034746195, -0.9806722886822444, 0.8644703484786783, -0.9234138127408218, 0.9637987255888819, -0.8659195214729358, -0.6243795344181151, 0.8298619162812232, 0.8893724611242403, 1.0853094012469355, -1.0277042537276435, -0.8935686336344183, -0.9292353651093852, -1.0518831447416361, 0.9708369692155283","0.0, 1.0, 0.0, 1.0, 0.0, 1.0"
"1.130036888263623, 1.1020795062153863, 1.0301462781485844, 1.1518816108803895, 0.7108814076864663, -1.0174218629263652, 0.7621813136468774, 0.8898559431072396, 0.7983085050076786, -1.174045063634046, -0.748321904477561, -1.168736705225789, 1.1026461136077443, -0.8371826177432917, -0.7926500566222834","0.0, 0.0, 0.0, 0.0, 0.0, 1.0"
"-1.104262333759819, -1.0000940428987608, -1.2013128097125014, -0.7746474736871256, 0.9742487552685642, 0.7411709916231706, 0.9960045184755434, -1.1176248616717404, 1.091413854859798, 1.0548203152487328, -1.1396286881841367, -1.0791328889836653, 1.055491062277943, -0.9294609142924678, 1.154854932934544","1.0, 1.0, 1.0, 1.0, 0.0, 0.0"
"-1.0323046617802683, -0.7866210472603923, -0.9890317669981966, -0.9268928648446783, -0.8817660255386912, -1.1295601085148341, -1.0252038973990047, 0.9327333240105499, -1.2020309612938809, 1.242161528092385, 1.1189380179551158, -0.8578091991908982, -1.0406988988345582, 1.0008858126361533, 0.9626632382255175","1.0, 1.0, 1.0, 1.0, 1.0, 1.0"
"1.1885363807620681, 1.207768464705103, -0.6859125634365046, -1.0081275062285362, 1.1347895739955107, 0.9764129668363432, 0.814917676649555, 1.1034713284536453, -0.9646622573871401, -1.017305091183621, 1.0369334206676082, 1.245008417056137, 1.1203350974278905, 1.0834085765205914, 1.0386570928099597","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
"-0.9083793002151525, 0.8463191731999882, -0.9833792179000632, -1.135398960146019, 0.8984938580137295, 0.933198674572218, 0.7411178270932611, 0.9512161314463109, 0.8673006822344335, -1.1584562588411456, -0.8931885890157906, -1.1455274423640618, -0.8276691100534318, -1.1636383792283838, 0.9173276983989227","1.0, 0.0, 1.0, 1.0, 0.0, 0.0"
"0.7592979011402532, 0.7406680288397286, 0.9908685054504263, -1.0049682539257154, -0.9983381571446243, 0.9239131593601762, 1.0028420200487616, 1.0390939382707887, -0.9909012535128653, -0.9551458122968072, 1.0220083630370789, -0.9091302013406134, -1.0892483455138953, 1.0425400707342773, 1.044962591024631","0.0, 0.0, 0.0, 1.0, 1.0, 0.0"
"-1.0177589001641942, 0.923679898358597, 0.8811496171654473, 0.9724407036498224, -1.0225474160564274, 0.935722544451107, -0.702236371590913, -0.8783749581492657, 0.9966101460842303, -0.9193070891939553, -0.9902912138805988, 1.0659504712890786, 0.9950557947511137, -0.9210528239976773, -0.8120798096416875","1.0, 0.0, 0.0, 0.0, 1.0, 0.0"
"0.8080285867935181, -0.8841675168298502, -0.7412329571494769, -0.9867767338183767, 0.9589656294061188, -1.031484547476205, 0.9408451570485329, -0.9986755715751668, -0.8866192419713923, -1.3164205119283245, -1.1227324112165553, -0.7682213350514518, -0.9811331874333531, -1.0407384859983475, -1.092893364458781","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
"0.9685015844498767, 1.0592516602578286, 0.8083711251456059, -1.2374660138017533, 1.1889763156036743, -0.8303402779847594, -1.2099010245077602, -1.1690257785344615, 1.066997136891619, -1.0575487911544532, -1.078366410650461, -0.9899982695204835, 0.995326461550143, -1.1710856178558862, 0.9594272065425868","0.0, 0.0, 0.0, 1.0, 0.0, 1.0"
"1.0558538661738646, -1.0264791648921765, 0.8747920315877745, -1.0605680924640586, -0.9915043315639708, 1.0220326352183375, 0.8831284552440849, -1.124780535631765, -1.0463440621896023, 0.9962830134821692, 1.1974523563712904, -1.0105989227967107, 0.9186141337859587, 1.1170220019574877, 1.0285064084908084","0.0, 1.0, 0.0, 1.0, 1.0, 0.0"
"-0.9730373454613609, 0.9611191290870862, 1.0014328456342376, -0.9612088881570088, -1.0852611853337983, 0.9577731026733639, 1.1583359471281014, 1.4188325064803124, 1.0830669434546378, -1.015761598237794, -1.1351894316687614, 0.9292456730040763, 1.1289875882290081, -1.1236634567372967, 1.0569107372188418","1.0, 0.0, 0.0, 1.0, 1.0, 0.0"
"-1.0199844947954135, -0.8274920779322728, -0.8859549063148878, -1.0238454859995192, -0.8376268725245071, -1.0415708476575314, -0.7938749471737974, 0.9076637808880709, -1.0632334827171028, 1.1973064959154311, 1.0502287849198197, -0.9897016423621422, -1.2015245356237698, 1.100238057265191, 0.8454208535250775","1.0, 1.0, 1.0, 1.0, 1.0, 1.0"
"-1.102648961781742, 1.1818289532261044, -1.049316143196393, 0.9266443097475399, -0.8784583274849377, 0.875226337100984, 0.6757484460609262, 0.9119082851391097, -0.7904294623572672, 0.6392294032322924, -0.9536751732785849, 0.9486073474449592, 0.9672932712367726, -1.4445800209492035, 1.0697571162011863","1.0, 0.0, 1.0, 0.0, 1.0, 0.0"
"-1.170893476383199, -0.7708206091677237, -1.249721806950872, 1.0627801729958346, 0.9469630600457862, -0.9719462052148359, -0.8424068794861334, 1.0424685972337056, 0.9431130595696139, -1.0329727227971266, 0.8062418386050715, 1.094752424477709, 0.7444723862739661, 0.8904573489421568, 1.1245147048348392","1.0, 1.0, 1.0, 0.0, 0.0, 1.0"
"-0.7360162896440986, -0.8404153911427273, -0.9632276899945584, -0.9036153363676348, 1.151263539773523, 0.8233498111843872, 1.2238553666905516, -0.9909257080247839, 1.0665242182485075, 0.8848537816083575, -1.0734379659675808, -0.8546228677519426, 1.161664015908876, -0.9828167533594461, 0.9453447390306494","1.0, 1.0, 1.0, 1.0, 0.0, 0.0"
"0.9777088854943043, -0.8614197902253277, 1.2522769993497973, -1.0483122349653076, 0.9973741197887287, -1.1080544878589849, -0.9817037712032657, 1.0919077441038756, 1.0147523541786598, 0.8880802352338468, -0.8282093481582262, -1.3809713063281914, -0.7669274629246725, -1.0521804882124346, 0.9806920043151908","0.0, 1.0, 0.0, 1.0, 0.0, 1.0"
"-1.134528004273635, -1.1541137970450353, -0.7599824714356079, 0.9844086244038174, 1.1629443903896735, 0.9781817339530623, -0.9805367988025582, 1.18495523350853, 1.0825401708337898, 1.2922081235622416, -1.2021919441505893, -1.0647997272259813, 1.2741169103658085, -0.9537479325002498, -0.7325529156216938","1.0, 1.0, 1.0, 0.0, 0.0, 0.0"
"-1.117850274090966, -0.7941494462773168, -0.8831316128944229, -0.8259249786040991, -1.0400665329876526, 0.8058241976935944, -0.9856477330027082, 0.7883247821782091, -0.7617955375168746, -0.8908237107322353, -1.0403783190951135, 0.8997475766937898, -1.0577948786553464, -0.9581880302343948, -0.7862652713688558","1.0, 1.0, 1.0, 1.0, 1.0, 0.0"
"1.1332051907264828, -1.052337613026332, -0.8571980140995078, -0.88370734891795, 0.8310742482292588, 1.0006671709826012, 0.8761788649039903, -1.0666570080569588, -0.8862171639058704, 0.8748447982853154, 0.9415583662095101, 0.9674789047725669, -1.2345870121340186, 1.0520628928656972, 0.9120160514627258","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
"1.1567032604553569, 0.8820406321782188, -0.8370954337176708, -1.2191933909619417, 0.7912174319276001, 1.001163981071013, 1.0709561748764687, 0.865957928571552, -1.0845058785004005, -1.1397810722763408, 1.0732834401173699, 0.7696857019527984, 0.9948764346523814, 1.1835798472920267, 0.6621574397731675","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
"-1.368812001191508, 1.1349557982379868, -1.1363734595985764, 1.057812394655128, -1.1515166744758873, 1.2681071601320193, 0.9536606108975109, 1.1068067721410972, -0.9421031973564005, 0.8321799343885198, -1.2266407692741212, 0.8102729082113829, 0.8320600849205041, -1.0441439270252064, 1.1532078645716648","1.0, 0.0, 1.0, 0.0, 1.0, 0.0"
"-1.1071119478625775, -1.0047109943021109, -0.9303072495591839, -0.945115967270002, 0.9546253349834435, 0.6317324053643346, 0.9434696198227592, -0.946651068888377, 1.0204404930250188, 0.955397980129426, -0.9185782327573425, -1.1750706318031146, 1.1611876222074518, -0.7530586635707447, 0.83048297201477","1.0, 1.0, 1.0, 1.0, 0.0, 0.0"
"0.9347112887954295, 0.9417702795532876, 1.0379075165495937, 1.0279705014510214, 1.069064177082306, 0.7691866941252643, 1.0359511212536978, 0.8689726689213385, 0.8107801809778056, 1.0182286714488253, 1.0803014816871344, 0.8100305491235091, 0.8932879324809074, 0.9637893296539413, 0.9598909328779623","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
"1.0255979938714652, -1.1406405215159539, -0.9034144931662856, -0.8784286403741888, 1.1269292019908232, 1.0774783154605718, 1.3549207769878344, -1.0567728736153152, -0.9878660257464826, 0.7943616407957006, 0.7859283751380144, 1.1062153345381347, -1.0683956323715387, 1.0951707008871978, 1.1897886386527434","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
"1.1355408859013172, 1.1049550658666003, -1.0563780866343395, 0.8757541398366369, 1.0862187717267229, -1.0754617065505565, -0.8393302630863967, -1.0201576715361802, -0.8838589562128223, 1.0073505750169613, -1.1273216466481244, -1.262423350194613, 0.9866300045821074, -0.9680223104499757, 1.1632036103370809","0.0, 0.0, 1.0, 0.0, 0.0, 1.0"
"-1.0078195194169817, 0.944563485943295, -1.1076676436194337, 0.9743370958471822, 0.8056664622378196, -1.047692976984975, -0.8123242989996721, -0.8892505036046899, 1.2679259519659536, 1.048380127619834, 1.0056594852783278, 0.8767909527898708, -1.0903073221069919, 0.994772965007003, 0.8713201318910869","1.0, 0.0, 1.0, 0.0, 0.0, 1.0"
"1.0037495050685958, -1.130784670953283, -0.8722764839321345, -1.0772960003974021, -0.9120585807456518, 0.8783002314140983, -1.0691418114295597, 1.0346028603779043, 0.7606880991703503, -1.0443535295695212, 1.0432454369632618, -0.9850971854828974, 0.7868306503985065, 1.0063783415704002, -1.050867845831406","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
"1.0541611406243463, 1.2693519921657095, 0.9021336804755579, -0.866128617765069, 0.9895990237891527, 0.7769099821382012, -0.9038056276128354, -1.1648294662040541, 0.8902541646170423, 0.9332336142648932, 0.841392321688809, 1.0857439289520598, 1.0279802875048447, 0.7421958637492165, -0.9689940310211893","0.0, 0.0, 0.0, 1.0, 0.0, 0.0"
"-0.9677076230603413, -1.1362039905779562, -1.198145629556082, -0.8941256855599766, -0.986393311355965, -1.0334869010745924, -0.704956662840433, 1.1216327345327395, -0.7070841495902638, 0.8567811739516097, 0.8752981782483787, -1.097050779810255, -1.0589077296155867, 0.9005029368517941, 0.9982478015121783","1.0, 1.0, 1.0, 1.0, 1.0, 1.0"
"-0.868461249595654, 1.1124281044423157, -0.7772162275132585, 0.8685005187513439, -1.1864424179863695, -1.2724523606519111, 0.9378892771949943, 0.8211472760162628, -1.1204088959487684, -1.0290836281391897, 1.096721715732043, -1.082173444972656, 0.7311112159304789, 0.9943804722689076, -0.8706364042042455","1.0, 0.0, 1.0, 0.0, 1.0, 1.0"
"-1.323592660091778, 0.9651900017728879, 0.9829901353060618, -0.9173150859888407, 0.896635976710452, -1.3335097488482446, -0.8953082446160848, -0.8566662346537689, -1.24077065196677, -1.1485442124850564, 1.0322338265540916, 0.8959428127623005, -1.1675480336621362, 0.9356534723951199, 0.9483897671822005","1.0, 0.0, 0.0, 1.0, 0.0, 1.0"
"1.0184824339416216, -1.21001050023879, -1.038606708919774, -0.8781288109949176, -1.1042992817239463, 0.9121881679969512, -1.0059104422543457, 1.0056933390580545, 1.1248926029220563, -1.4052164841026238, 0.8359878727706692, -0.8537043261182192, 1.2025611389286548, 1.0574345127515303, -1.0361127733916062","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
"-0.8485147787366497, -1.062578300205525, 0.7718632990337159, -1.2763959685916524, -1.1936562078148574, -0.9973644717682641, 0.7932347521445229, -1.3499427504992925, 0.9756394504380411, -1.12981014575722, 0.9530776762758291, -1.192999779947213, -1.0413520149006723, 1.101063324139497, -0.8007059605115237","1.0, 1.0, 0.0, 1.0, 1.0, 1.0"
"1.0491844527098133, 1.0318707998518335, 1.064723291391221, 0.6979778074069416, 1.009472403289617, -1.0928141442328025, 0.862129945909484, 0.9373457940818708, 1.2189020278798854, -0.8233903739436367, -1.135910978009686, -1.125220018712442, 1.0111225132166195, -1.087353190668884, -0.6854416637107023","0.0, 0.0, 0.0, 0.0, 0.0, 1.0"
"1.1190056224155451, -0.9331961955902053, -1.051421652909315, -1.109725804066113, 0.9490187061295886, 0.9359529010394809, 0.8503751593095352, -1.031648948379106, -0.9356599995111494, 1.0753819268725775, 1.1240943859778552, 0.9031006556891497, -1.0646686767135425, 0.9489383284319223, 1.0618032290393533","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
"1.0918024437729672, 0.9045519922405078, -1.0862129943782355, 1.046976150094005, 1.007592273645202, 1.0175218961677763, -1.0404809581434438, -0.8819725104048226, -0.9184673481522339, -0.6489500667787887, 0.7562800009733843, 0.8176345468452964, 0.9605265061845999, 1.1351173274491047, -1.0907368760818557","0.0, 0.0, 1.0, 0.0, 0.0, 0.0"
"-1.096039168755359, -0.766931161966626, -0.8612038010939224, 1.0111618049154982, 0.9826438535102343, -1.036147269629756, -1.3360694688913095, 0.8506819731116924, 1.3279253239359863, -1.2200861346829783, 1.0490725608612501, 0.8946351640804934, 1.1201281058199368, 0.7796252162938858, 1.0001292897363223","1.0, 1.0, 1.0, 0.0, 0.0, 1.0"
"-1.1637114364899923, -1.0551197453796517, 1.0121765884921403, 0.9031201185467171, -0.8883696044055611, 0.9540024263680305, -0.9870333691613207, 1.0585351938389502, 1.1121309618787587, 1.2299412386755981, -1.023950998359684, 1.0034690935895016, -1.0188930706788135, -1.1381162457423624, -1.0812094173850446","1.0, 1.0, 0.0, 0.0, 1.0, 0.0"
"0.8664304051922258, 1.011984476019548, -1.0252525456952117, 0.8952550997234573, 0.9265804237900959, 0.8396451253415165, -0.9362774248094419, -0.8591435475437572, -1.1810514386481805, -0.7270279581704986, 0.9997149589085329, 1.1372709501463958, 0.6843047215465596, 1.3768026564927194, -0.9259923906129595","0.0, 0.0, 1.0, 0.0, 0.0, 0.0"
"-1.0832934774649694, 0.9692915291390544, -0.9487879642436015, -1.0350617077971251, -0.9174831837199197, 1.074535126795945, -0.9288217706004103, -0.742092689597466, -1.1511989193176375, 1.2448450752490439, -1.129775038782545, 0.8372628158374636, 0.9755977583663907, -0.9139017952351252, -1.027534219258211","1.0, 0.0, 1.0, 1.0, 1.0, 0.0"
"-1.0361213440662838, 1.0270107995825581, 1.0747649705473057, 1.174951041988592, -1.174145405239657, -0.9919028157524847, -0.7122000082739627, -0.7725395644047517, 0.9105937811994698, 1.1529069693967915, 0.9845797631924421, -1.1623605020842294, 0.8807273434690936, 0.9977582688950646, 0.8086379646448886","1.0, 0.0, 0.0, 0.0, 1.0, 1.0"
"0.9892476656480141, 0.8643247158163315, -0.969147852207817, -0.6741904002018596, -1.2637324202119715, 0.7634603497201732, -1.0663085213804557, -0.824058613865794, 1.2416326849035975, 1.2337211099097196, 0.9892027044600904, -0.8260223012496519, -1.0620514174364908, 1.028761614307105, -0.990074006396962","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
"1.1301699552490352, 0.779634523963418, -0.9086767983027261, -1.0606267041417916, -0.5784857715263005, -0.9195082627626646, -1.0528268588980298, -1.1331041793039422, 0.979968695604969, -1.001690190798393, -1.0000831868459032, 0.9226029024032525, -1.2760152708644186, -1.1619360408115404, 0.939308619991231","0.0, 0.0, 1.0, 1.0, 1.0, 1.0"
"-0.9363305214351046, -0.8553426209898045, 0.9826272231556519, 0.8338219593352197, -1.3465909225119423, -0.8937700099559214, -1.1742212584760672, 1.0063434520785852, 0.855432811701026, -1.060833559902315, 0.9239719321157049, -0.5497456549328855, -1.2196705857344383, 0.7956078360199887, 0.9828985444352007","1.0, 1.0, 0.0, 0.0, 1.0, 1.0"
"-1.0111566860294767, -1.1470816582410288, 0.8498587467963757, -0.8222539173004221, -1.051047182957775, 0.9827816863661983, 1.0180761136165632, -1.0176835820703074, 1.1403061037317634, 1.2361655316702151, -1.067630827738542, 1.076954906943068, -0.935657213249453, -0.9009346407427533, 1.0815158604206823","1.0, 1.0, 0.0, 1.0, 1.0, 0.0"
"-0.906856123431814, 0.8150604391816341, -1.1159486109000996, 1.074819219699384, 1.2195572756700552, 0.875258469136472, -1.076656765645174, -1.0914153541868328, 0.9724939872883848, -0.8962127091153778, -0.6823930534902468, -1.0188409654722161, -1.1209991108011792, -0.9162896609813002, -0.995848261262996","1.0, 0.0, 1.0, 0.0, 0.0, 0.0"
"1.0204268352537789, 1.1347658420650701, -1.0138816676582583, 1.0052316430422086, -1.0827004780166054, -1.0203089760256723, 0.919743510441588, 1.1147137361120318, 1.0489762198870722, -0.9833184598478626, -0.8849849752045358, 1.1148448095596173, -0.8666894175713503, -1.0688472087097778, -0.9264043318683389","0.0, 0.0, 1.0, 0.0, 1.0, 1.0"
"-1.039107055536505, 0.9851347760279194, 1.1792971095227123, 1.0041234022609102, -0.8679984939081857, -0.9689825628003556, -0.8418579849435992, -1.1242763447355641, 0.8306111717346581, 0.9345200571135992, 1.0417459145908938, -0.9294407465816191, 1.1486843784219878, 0.9104376974148652, 0.9688230083444818","1.0, 0.0, 0.0, 0.0, 1.0, 1.0"
"-1.0086442323572005, 0.9951826662058982, 0.7157576832188534, -1.083695151255562, 1.3554432871478175, 1.085892568602644, -0.8794543016520504, -1.0761194632318183, -1.0122771041824183, 0.8862960460272183, -1.0454303260681932, -0.7796679819361756, -1.0493625722394233, -1.0057529654796462, -1.0243835938912782","1.0, 0.0, 0.0, 1.0, 0.0, 0.0"
"1.1635263171608075, -1.1525886284150142, 1.2618294329074677, 1.068753782841724, 0.8734470822729239, -1.1342058264483927, 1.1015256834663807, -1.1671699651777896, 0.9159473347964403, 1.0326745913665254, -1.0213707903663352, -1.1435312121106411, -0.914101021139258, -0.8300264704430546, -0.810166912986163","0.0, 1.0, 0.0, 0.0, 0.0, 1.0"
"1.0874824252466806, -0.7278562520120901, -1.0205247723005422, -1.2492225947888191, -0.8166897606205621, 0.9042426316704635, -0.900166820359202, 0.8494064137431576, 0.9463980431292783, -1.1096253735066868, 0.9202107275454765, -0.9898675998949606, 1.1633077092059867, 0.7018751665199584, -1.052894083918356","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
"-1.1243015008664352, 0.7964626000405218, -0.9595871329793266, 0.7908840506735276, 1.0305528227029024, 0.9900335905310107, -1.168536203752142, -0.97559657945385, 1.0848680379021876, -0.9711104046555532, -0.825812934611237, -1.0554169419232502, -1.0030225292586308, -1.1074953739426128, -1.1675791133241398","1.0, 0.0, 1.0, 0.0, 0.0, 0.0"
"0.8881768503163378, -0.9210369737102331, -1.0108505199220843, 1.0838867882683307, 1.0547417250019553, 1.1277690989947449, -1.0120628956553495, 1.0122285240527575, -1.123321827675868, 1.0083981162257798, 0.9453241247421771, 1.0054332925501066, -0.936825811067505, 1.0800258194559182, -1.0514333150472939","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
"0.8314794928778282, -0.9300435688726627, 0.9107887840277599, -1.1472993434860888, -0.9834286027315663, 0.7750939660031074, 1.1108079477528492, -0.8869661424856751, -1.0445874596819706, 0.8953591346388864, 1.009862363939206, -1.2050203299418365, 0.8563139743634347, 0.9299852346337847, 0.8565148274959173","0.0, 1.0, 0.0, 1.0, 1.0, 0.0"
"0.8261618444635159, 0.9042476654774181, 1.1754444160735968, 1.0198257707637113, 1.1481566015500644, -0.7971048066931403, 0.8067842087985302, 0.8963469179689624, 1.221971309975256, -0.8813123058044996, -1.0176880877858927, -0.8600994921093049, 0.924084105376551, -1.0681064501375226, -1.0110277604609144","0.0, 0.0, 0.0, 0.0, 0.0, 1.0"
"0.8388029560235927, -0.9457164437401605, -0.9605357411406894, 0.9291411853751889, 0.8309300432163019, 1.119065791786199, -1.0255824575161414, 0.8462331107797993, -1.0629941181685911, 1.0701798597997578, 1.0527938294027936, 0.9272574731393313, -0.7773950210475512, 1.027144699722642, -0.9436409457391957","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
"-0.9749543506258486, 0.8936328770795101, -0.7389898446421839, 1.0133581898392532, 1.1258206637014496, -0.9811895842294, -1.3581494713747841, -0.7510562324841372, 0.9387984824167741, 1.1716649628535833, 0.9361072221109605, 0.896374621234996, -1.0772451163424137, 1.0569097171853041, 0.7297917204932058","1.0, 0.0, 1.0, 0.0, 0.0, 1.0"
"-1.3130268830757041, 1.0305643753870977, 0.9204507836420617, -1.0044255881337305, -1.1247741344303506, -1.0936764238237677, 1.2028238036723726, 0.8392499949705234, 1.127830541254798, 1.0650842244332286, 1.1602618046180075, -1.1287441620943046, 1.264380155459948, 1.0565758798305962, -0.627391915431935","1.0, 0.0, 0.0, 1.0, 1.0, 1.0"
"-0.992654015139378, 0.9440169685033892, 1.1114617899295705, -1.127304019523409, -1.0647641335589502, 0.7415454785372704, 1.0101819940686916, 0.9346850103982581, 0.9198320788821083, -0.9104180344851331, -0.8094815141707965, 1.114581895387642, 1.0828985760527532, -0.7133932685876188, 0.9285349822252167","1.0, 0.0, 0.0, 1.0, 1.0, 0.0"
"0.8925907714112509, -0.9362105560006088, 0.980722780686072, -1.1018165301423921, -1.0345286520772108, -1.1553526351954704, 1.0386544925493468, -0.8692917643145164, -1.1764649629700696, -1.004504896045224, -0.9497839328771909, 0.8348320868807606, 0.8540766535825783, -0.764828494760498, -1.151426802158042","0.0, 1.0, 0.0, 1.0, 1.0, 1.0"
"-0.735725250211827, -0.9049242297289002, 0.9102675624014497, -0.8447097410205653, -0.751027726302631, 1.0262212117283116, 1.113015931155261, -0.9755351305780113, 0.8783913492233056, 1.1128562748928386, -1.0069137061014437, 1.0926411341659614, -1.0875682440817214, -0.9782626066623967, 1.0001000730088667","1.0, 1.0, 0.0, 1.0, 1.0, 0.0"
"-0.6598726932912191, 0.7357166311667964, -0.7905774911068213, 1.0078967825768794, 0.8846618324969998, -1.013303081838931, -0.9607956048814115, -0.9431608057483208, 1.0212967174002054, 0.8251670516317451, 0.6959323462470952, 1.1375311181675032, -1.2076722400683444, 1.180945299040359, 1.127341714390388","1.0, 0.0, 1.0, 0.0, 0.0, 1.0"
"-1.1289933312979197, 0.9135354813759445, 1.0344113235286732, 0.7697224924481045, 1.0203569735030686, -0.692800071280382, 0.9875290215947643, 0.9509505447271243, -1.1071427416313278, -1.0768591764088375, 1.0186270642410633, 1.0640736051899533, -0.909052719742441, 0.9863267980312982, -1.0123155657566425","1.0, 0.0, 0.0, 0.0, 0.0, 1.0"
"-1.0819752065894372, -0.9180339352190123, -1.0982310289966193, -1.2021915342636749, -1.1313734972501246, 1.156659858256887, -0.6993837228049455, 1.2014071875115886, -0.9432989326597306, -1.0183460341122483, -0.8670867259342413, 0.9499246670503645, -1.3309643318242264, -0.9717720810331348, -1.1882748446622533","1.0, 1.0, 1.0, 1.0, 1.0, 0.0"
"0.971786315183542, -0.9115649309693212, -0.9406186202898758, 0.8331343554566226, -1.2084401143923604, 1.0344557421429137, 0.8509391365556379, -0.9893579616757621, 0.8030654038079601, -0.8508162886526265, 0.770451959781195, -0.963037646547058, 0.9014452263760363, 0.7863446824534912, 1.0845338703484881","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
